industry,business_age_years,num_employees,business_type,gst_registered,region,annual_revenue_lakh,gross_margin_pct,operating_cash_flow_lakh,revenue_growth_yoy_pct,revenue_volatility_6m_pct,debt_to_equity_ratio,current_ratio,accounts_receivable_days,months_on_platform,total_invoices_lifetime,avg_invoice_value_lakh,invoice_frequency_monthly,pct_invoices_paid_on_time,avg_payment_delay_days,max_payment_delay_days,dispute_rate_pct,order_value_trend,has_existing_loans,num_active_loans,existing_loan_lakh,prev_bnpl_defaults,credit_bureau_score,months_oldest_credit,num_credit_enquiries_6m,relationship_tenure_months,num_unique_billers,repeat_order_rate_pct,platform_gmv_lakh,last_order_days_ago,support_tickets_open,sector_bnpl_penetration_pct,macro_gdp_growth_pct,default_probability,bnpl_approved,credit_limit_lakh,credit_source
Healthcare Supplies,9.3,15,Partnership,1,Metro,1426.28,23.63,131.41,-23,11.31,0.82,3.425,64.5,3,24,3.203,3.33,82,3.3,13.9,0.51,declining,1,4,30.72,0,720,31,3,3,4,78.6,76.87,7,2,20,6.97,0.0984,1,65.05,platform
IT Services,2.9,13,Pvt Ltd,1,Tier-3,3686.45,19.85,587.39,-1.52,14.78,0.697,1.378,5,24,19,3.266,8.14,75.8,7.4,12.3,3.18,growing,1,1,37.63,0,684,65,1,24,5,77.4,62.05,9,0,35,6.79,0.2468,1,158.34,biller
IT Services,4.9,13,LLP,1,Metro,67.21,15.95,7.32,38.32,10.31,0.215,2.096,53,15,7,1.033,10.02,89.3,5.8,10.5,1.3,growing,0,0,0,0,720,68,4,15,6,55.9,7.23,9,0,35,5.88,0.0955,1,12.89,platform
IT Services,6.9,21,Partnership,1,Tier-1,220.59,21.49,20.99,5.1,22.42,3.103,1.465,7.3,9,116,1.263,3.72,82.4,5.5,8.5,1.11,stable,1,4,13.18,2,605,51,1,9,2,77.2,146.51,24,0,35,4.38,0.8463,0,0,none
Wholesale Trade,1.9,3,Pvt Ltd,1,Tier-1,103.52,30.28,10.95,-20.62,17.88,1.807,0.975,51.1,19,9,6.61,2.41,81.8,10.4,16.8,0.43,declining,1,2,21.01,0,670,79,2,19,3,56.3,59.49,94,0,18,7.25,0.368,1,12.72,platform
Wholesale Trade,1.4,19,Sole Prop,1,Tier-3,140.43,13.98,6.39,37.63,29.15,2.036,3.092,42,49,38,1.846,5.13,51.8,1.8,26.3,2.83,stable,1,2,167.87,0,635,26,1,49,2,69.5,70.15,89,0,18,5.24,0.4281,0,0,none
Wholesale Trade,18.4,7,Pvt Ltd,0,Tier-1,666.36,12.39,37.44,14.53,12.87,0.727,2.299,85.3,1,32,1.792,4.24,86.1,3.2,6,0.37,stable,0,0,0,0,616,23,3,1,4,45,57.34,0,1,18,5.21,0.2701,1,28.13,platform
Logistics & Freight,5.3,15,LLP,1,Metro,170,29.2,46.71,1.07,22.34,2.095,1.072,20.2,72,7,20.565,5.39,84.3,18.1,32,2.27,stable,0,0,0,0,572,59,1,72,4,84,143.96,1,0,15,6.12,0.2485,1,39.43,biller
Retail (B2B),20.4,34,Partnership,1,Metro,1143.9,11.82,76.27,17.71,26.78,7.691,2.493,38.2,58,33,18.241,7.49,73.4,1.9,6.5,1.27,declining,0,0,0,0,621,81,1,58,5,89.4,601.95,9,1,28,4.92,0.1917,1,101.01,biller
IT Services,2.6,3,Sole Prop,1,Tier-1,87.99,23.81,17.53,8.23,15.25,2.146,3.692,51.3,3,37,1.081,5.63,91.7,7.8,12.2,2.02,growing,1,4,29.2,3,442,12,0,3,7,34.3,40,5,0,35,7.08,0.87,0,0,none
FMCG Distribution,6.6,8,Pvt Ltd,1,Metro,511.83,23.18,27.26,-6.35,18.44,1.355,1.904,14.6,33,22,1.767,7.85,74.6,5.8,9.6,0.72,stable,0,0,0,0,672,27,0,33,7,75.9,38.87,11,0,25,8.1,0.1267,1,33.57,biller
Manufacturing,1.8,10,LLP,1,Tier-3,97.53,22,2.57,-2.93,16.43,1.465,2.657,26.4,19,22,13.936,3.63,77.1,13.3,37.9,0.77,declining,1,4,5.77,0,849,33,2,19,6,75.4,306.59,8,0,22,7.89,0.1881,1,29.35,biller
IT Services,2,6,LLP,1,Tier-2,13.84,14.29,0.72,-16.74,1,3.619,3.23,73.8,4,12,20.065,4.96,54.2,12.4,17.6,0.56,stable,0,0,0,0,579,63,1,4,6,72.1,240.78,10,1,35,4.55,0.6036,0,0,none
Healthcare Supplies,4.1,32,Sole Prop,1,Tier-3,43.38,42.81,14.19,-1.39,18.87,0.538,1.114,43.8,23,432,8.649,2.44,90.7,3.5,10.1,1.78,growing,1,3,11.65,0,646,19,2,23,6,83.2,3736.37,10,0,20,6.76,0.1841,1,192.51,biller
Manufacturing,2.4,5,LLP,1,Tier-1,215.68,26.78,30.48,26.61,5.59,1.236,2.224,27.5,3,22,6.988,3.12,92.9,4.2,11,0.84,stable,1,3,50.12,0,575,30,1,3,8,66.4,153.74,53,0,22,6.3,0.2219,1,19.48,platform
Wholesale Trade,1.4,6,Pvt Ltd,1,Tier-2,2670.7,15.83,347.7,26.06,6.42,1.386,0.833,50.8,3,40,1.905,8.8,82.4,2.1,6.7,4.6,stable,0,0,0,0,653,20,2,3,4,72.4,76.2,8,0,18,3.39,0.383,1,82.12,platform
Retail (B2B),2,5,LLP,1,Tier-3,95.26,25.97,22.66,4.48,20.24,1.82,1.584,37.5,3,16,0.691,0.86,80.4,5.3,7.9,1.4,growing,0,0,0,0,768,79,2,3,3,92.7,11.06,45,0,28,8.11,0.2824,1,7.31,biller
Manufacturing,0.7,40,Sole Prop,0,Tier-1,143.04,43.99,22.7,4.7,27.93,0.753,1.279,39,17,8,1.549,12.02,51.5,6.1,19.9,1.19,growing,0,0,0,0,575,42,2,17,10,82.8,12.39,22,0,22,6.45,0.7235,0,0,none
Professional Services,6.6,7,LLP,1,Tier-2,359.8,23.07,67.12,-12.67,22.81,0.275,1.311,75.3,1,23,4.032,5.27,68.5,10.6,15.9,1.9,declining,1,1,15.99,0,712,32,4,1,2,92.1,92.74,5,0,30,5.47,0.307,1,18.94,biller
Healthcare Supplies,3.9,20,Sole Prop,1,Tier-2,78.32,40.4,29.96,15.92,20.82,1.415,1.095,51.2,10,12,2.145,1.89,63.8,1.4,8.6,0.78,stable,1,1,17.02,0,617,18,3,10,4,69.3,25.74,29,0,20,6.69,0.4408,0,0,none
Logistics & Freight,1,107,Pvt Ltd,0,Tier-3,92.09,8.23,6.51,-19.67,18.38,8,1.062,64.9,8,58,0.229,8.15,88.2,4.4,9.5,2.8,growing,0,0,0,0,687,25,0,8,6,65.8,13.28,9,0,15,7.1,0.6216,0,0,none
FMCG Distribution,1.4,11,Sole Prop,0,Metro,200.53,11.79,4.76,24.64,23.69,1.9,0.941,51.2,3,19,2.893,5.67,82.2,2.3,10,1.48,stable,0,0,0,0,686,9,2,3,4,98.5,54.97,31,0,25,5.85,0.4672,0,0,none
Healthcare Supplies,1,41,Pvt Ltd,0,Tier-2,98.38,2,0.27,16.37,31.84,0.531,0.72,32.2,2,26,9.886,6.77,90.6,15.7,37.9,2.21,stable,0,0,0,0,506,52,3,2,5,56.4,257.04,15,0,20,6.79,0.6445,0,0,none
Manufacturing,5.2,76,Sole Prop,1,Tier-1,14.94,45.71,3.33,2.7,9.23,0.909,1.351,45.9,7,3,51.053,5.18,79.1,3.5,17.2,0.24,declining,1,2,29.2,0,669,52,1,7,3,91.8,153.16,17,0,22,6.48,0.2227,1,12.4,biller
FMCG Distribution,1,37,Partnership,0,Metro,72.95,2,0.73,16.71,9.56,1.089,0.813,70.9,6,45,0.921,2.64,94.2,10.6,14.6,2.16,stable,1,1,45.27,0,684,57,1,6,7,60.6,41.44,10,1,25,6.18,0.3612,1,8.57,platform
IT Services,7.5,11,Pvt Ltd,1,Tier-2,428.76,24.09,83.74,1.18,22.31,4.777,1.135,26.7,51,66,4.035,3.73,89.6,6.1,22.9,3.09,growing,1,4,33.06,0,810,0,1,51,9,76.9,266.31,9,0,35,6.79,0.1213,1,58.57,biller
Healthcare Supplies,0.6,24,Public Ltd,0,Tier-3,447.83,42.85,68.72,11.77,2.05,1.215,1.024,40.5,4,22,1.179,4.88,96.1,2.6,4.2,0.24,stable,1,2,41.72,0,900,55,1,4,8,74.2,25.94,4,1,20,3.34,0.1871,1,25.92,platform
FMCG Distribution,1.9,2,LLP,1,Tier-2,1177,33.65,278.8,12.3,14.01,3.247,0.799,47.6,10,65,4.452,7.29,47.7,14.4,27.7,1.46,stable,1,2,384.51,0,575,29,1,10,3,90.8,289.38,2,1,25,6.67,0.7479,0,0,none
Retail (B2B),11.6,5,LLP,1,Tier-3,1051.27,26.52,91.78,31.33,17.61,1.582,1.921,19,10,57,0.521,2.85,83.7,5.8,23.7,0.52,stable,1,2,7.86,0,733,0,1,10,2,86,29.7,12,1,28,8.2,0.1442,1,45.53,biller
Wholesale Trade,6.8,6,Sole Prop,1,Metro,51.41,37.4,13.2,17.79,9.57,1.441,1.72,60.4,10,59,0.525,2.91,60.1,22.8,36.8,1.77,growing,0,0,0,0,703,0,1,10,5,50.9,30.98,4,0,18,6.26,0.3272,1,8.37,platform
Manufacturing,0.9,143,Sole Prop,0,Tier-1,63.84,13.98,4.34,28.97,4.18,0.605,1.863,53.3,42,25,2.036,12.73,87.5,4.8,12,1.24,stable,1,2,48.85,0,665,75,4,42,4,81.2,50.9,19,0,22,7.28,0.2172,1,21.52,biller
IT Services,9.1,4,Sole Prop,1,Metro,67.91,28.21,13.21,15.86,28.85,2.552,1.686,14,7,13,5.503,5.42,92.5,22.9,26.1,1.64,growing,1,3,19.1,0,698,43,1,7,4,62.5,71.54,10,0,35,6.66,0.1658,1,12.04,platform
Healthcare Supplies,3.9,4,Pvt Ltd,1,Rural,146.51,20.65,15.4,6.85,9,0.874,2.253,34.9,2,4,0.668,5.22,65.3,5.8,11.2,2.38,growing,0,0,0,0,819,81,1,2,7,90.3,2.67,30,0,20,5.13,0.2023,1,10.63,biller
FMCG Distribution,9.9,3,LLP,0,Tier-2,75.75,20.4,0.77,18.3,9.45,3.323,1.471,16.5,2,15,0.263,24.44,67,3.1,5.2,0.99,stable,0,0,0,0,695,42,0,2,4,78.9,3.94,6,0,25,6.65,0.4746,0,0,none
Wholesale Trade,5.1,22,LLP,1,Metro,141.98,24.29,25.08,14.9,28.28,1.38,3.622,42.8,27,28,12.571,8.27,84,1.8,8.4,1.36,stable,1,1,92,0,612,40,2,27,1,73,351.99,4,1,18,5.41,0.1886,1,35.66,biller
IT Services,6.2,14,Sole Prop,1,Tier-3,53.46,36.1,17.22,0.78,14.53,1.252,0.837,39.2,12,13,1.886,18.09,90.4,14.9,21,3.45,growing,0,0,0,0,728,95,0,12,6,51.5,24.52,5,1,35,6.97,0.187,1,10.61,platform
IT Services,25.7,40,LLP,1,Tier-1,543.57,40.8,86.72,-20.15,30.11,0.746,0.784,34.9,4,16,0.874,7.23,80.9,10.4,14.8,0.24,stable,0,0,0,0,590,36,1,4,2,71.2,13.98,28,1,35,6.25,0.232,1,25.52,platform
Manufacturing,1.8,25,Partnership,1,Tier-1,48.07,18.8,7.25,-2.44,37.26,0.928,0.57,34,27,23,2.389,6.46,77,1.4,7.7,0.34,stable,1,1,65.21,0,629,21,1,27,3,87.5,54.95,18,0,22,8.28,0.297,1,14.15,biller
Wholesale Trade,5.4,2,Partnership,1,Tier-1,44.85,8.94,1.79,-2.59,6.11,0.935,0.647,27.2,21,18,0.67,24.83,42.8,4.2,5.3,0.75,stable,1,2,18.61,0,803,26,4,21,3,22.8,12.06,7,0,18,3.88,0.3919,1,10.46,platform
Retail (B2B),3.6,5,Public Ltd,1,Tier-1,375.52,12.17,12,19.1,10.11,1.4,1.31,42.3,7,44,0.416,2.57,96.5,0.7,7.2,5.39,growing,0,0,0,0,648,43,2,7,3,86,18.3,39,2,28,5.19,0.252,1,19.25,biller
Professional Services,0.7,54,Partnership,0,Rural,498.31,45.37,101.1,6.7,19.88,4.802,1.448,56.6,11,73,11.632,1.9,70.2,23.7,38,3.06,declining,1,2,14.42,0,598,63,1,11,5,81.5,849.14,1,0,30,5.55,0.8503,0,0,none
Retail (B2B),0.6,9,Sole Prop,0,Tier-3,132.27,39.77,29.14,-8.25,17.51,0.426,2.66,54.6,15,48,2.075,9.98,55.9,13.3,16.5,2.13,stable,0,0,0,0,654,7,1,15,7,55.8,99.6,11,0,28,6.76,0.6335,0,0,none
IT Services,1.1,44,Partnership,1,Metro,611.91,8.9,14.7,4.71,24.85,1.5,1.421,36.6,4,23,3.139,3.49,91.7,4.4,7.1,1.45,growing,1,4,36.47,0,680,7,2,4,3,69.8,72.2,3,1,35,7.15,0.2565,1,28.04,platform
Construction,5.7,10,Sole Prop,1,Tier-2,553.08,41.93,217.39,1.59,19.98,5.587,3.559,8.9,15,6,1.266,5.93,75.3,14.1,20.8,2.56,stable,0,0,0,0,650,0,2,15,3,73.2,7.6,19,1,10,6.71,0.5106,0,0,none
Retail (B2B),4.7,4,Sole Prop,1,Tier-1,2588.4,13.46,75.7,-10.38,23.3,0.526,1.872,49,14,9,10.155,5.41,48.2,14.7,26.5,0.76,stable,1,1,11.01,0,684,0,3,14,2,60.2,91.4,42,1,28,9.33,0.4417,0,0,none
Professional Services,4.5,8,Sole Prop,1,Metro,505.78,29.98,70.46,37.34,49.39,0.969,2.138,43.8,7,77,2.18,3.31,95,8.7,10.3,2.79,growing,0,0,0,0,600,49,1,7,1,73.8,167.86,20,1,30,6.28,0.1998,1,33.57,platform
Professional Services,0.7,4,Partnership,0,Tier-3,1978.48,13.45,98.31,4.28,1,2.685,2.566,35.4,13,27,12.561,3.06,96.4,5.8,8.2,3.26,growing,1,4,202.63,0,663,87,2,13,2,81.7,339.15,0,1,30,5.27,0.36,1,74.08,biller
Manufacturing,3.7,6,Pvt Ltd,1,Rural,197.69,47.95,88.96,-7.84,28.42,0.514,1.358,59.5,5,9,1.278,5.09,98.1,3,13,7.37,growing,0,0,0,0,659,0,1,5,3,40.2,11.5,20,0,22,6.32,0.2825,1,13.25,platform
IT Services,13.4,15,Sole Prop,1,Tier-2,1286.24,15.16,43.51,-25.24,29.79,4.539,3.815,67,12,6,0.982,3.06,92.4,2.7,7,4.14,declining,0,0,0,0,714,0,2,12,4,49.7,5.89,9,0,35,6.61,0.1745,1,52.33,platform
Retail (B2B),3,21,LLP,1,Tier-3,1324.87,9.4,100.41,9.75,4.02,3.692,2.012,75.3,13,2,0.803,6.86,65.4,14.8,15,1.39,declining,0,0,0,0,833,0,1,13,5,69.7,1.61,34,0,28,6.26,0.3871,1,48.4,platform
Retail (B2B),5.4,2,Pvt Ltd,1,Tier-2,148.46,16.52,15.92,18.36,7.01,1.674,3.79,81.5,58,16,5.382,5.36,73.8,8.9,16.9,0.72,growing,1,4,35.66,0,666,83,3,58,5,68.5,86.11,15,0,28,4.4,0.1792,1,35.57,biller
Wholesale Trade,8.1,11,Pvt Ltd,1,Tier-3,69.13,53.52,10.66,-5.03,20.02,0.127,2.764,42,2,90,8.788,13.29,77.9,2.9,3.3,1.39,growing,1,2,9.1,0,637,31,0,2,2,88.6,790.92,9,0,18,7.56,0.1756,1,45.39,platform
Logistics & Freight,8.2,6,Pvt Ltd,1,Rural,88.43,25.13,11.38,10.81,2.5,0.918,2.185,87.4,2,72,1.427,4.31,89.3,10.9,12.4,0.55,stable,0,0,0,0,768,35,1,2,4,58.7,102.74,9,0,15,7.35,0.1296,1,13.67,platform
IT Services,4.2,5,LLP,0,Metro,324.14,9.66,17.36,-13.83,8.86,2.983,1.379,36.4,5,31,3.367,8.17,86.8,2.6,6.6,2.25,stable,0,0,0,0,662,0,1,5,4,75.3,104.38,26,0,35,4.52,0.403,0,0,none
Wholesale Trade,10.3,14,Sole Prop,0,Tier-2,36.25,12.54,3.39,3.41,17.39,1.006,1.583,46.3,6,104,1.912,7.56,89.6,11.4,52.8,2.65,growing,0,0,0,0,744,48,1,6,6,73.2,198.85,24,0,18,6.94,0.1863,1,15.06,platform
Retail (B2B),3,6,Public Ltd,1,Rural,96.04,2,0.84,29.69,8.16,1.36,1.956,79.4,48,60,11.593,9.23,95.7,5.4,11.7,3.62,stable,1,2,8.03,0,741,32,1,48,3,63.9,695.58,8,0,28,8.25,0.1161,1,58.6,biller
FMCG Distribution,11.5,55,Partnership,1,Tier-1,968.86,28.48,209.12,3.33,12.72,6.835,0.932,26.9,72,6,1.701,8.45,47.2,1.6,16.2,1.6,stable,1,2,9.66,0,809,28,3,72,4,86.5,10.21,44,1,25,6.05,0.241,1,72.24,biller
Manufacturing,1.9,45,Partnership,1,Rural,461.08,6.99,19.73,-4.89,6.33,1.744,0.536,56.1,18,135,3.849,3.77,64.7,7.4,12.2,6.35,growing,1,1,23.01,1,667,0,0,18,7,84.6,519.62,6,1,22,7.76,0.8469,0,0,none
Manufacturing,2.1,44,Sole Prop,1,Rural,6.73,35.27,1.69,34.84,5.58,1.627,1.352,68.8,3,18,11.231,2.23,82.3,7,29.9,3.66,stable,1,3,1.44,0,645,0,3,3,7,87.1,202.16,66,0,22,6.82,0.4533,0,0,none
IT Services,0.8,7,Pvt Ltd,0,Tier-1,28.06,31.48,3.35,11.96,19.72,0.998,1.397,37.6,12,9,2.357,5.08,68.2,9.3,10.3,2.42,stable,1,4,7.58,0,814,0,0,12,3,87.5,21.21,2,0,35,8.24,0.3618,1,7.2,biller
Professional Services,8.4,4,Partnership,1,Rural,3723.58,20.8,418.01,-2.06,13.99,4.754,2.136,41.1,30,16,1.335,7.86,88.3,10,11.7,1.16,growing,1,3,19.36,0,884,70,1,30,6,74.6,21.36,23,2,30,6.53,0.1131,1,171.97,biller
Manufacturing,3.2,13,Partnership,1,Rural,945.2,36.83,218.46,-9.31,16.23,3.074,3.237,72.6,9,26,1.997,2.03,67.4,2,9.8,1.37,declining,0,0,0,0,655,69,1,9,4,73.4,51.92,55,0,22,6.66,0.4554,0,0,none
Construction,1.8,10,Pvt Ltd,1,Tier-2,80.15,33.11,16.46,-14.98,22.04,0.922,1.637,43.2,12,29,2.595,7.86,67.1,6.5,10.8,2.12,growing,1,1,10.15,0,620,68,0,12,6,60,75.26,30,0,10,5.98,0.4318,0,0,none
Healthcare Supplies,1.8,6,Partnership,0,Tier-1,22.56,23.88,3.18,16.54,16.84,0.757,0.907,38.2,13,28,4.529,3.66,77,14.6,18.1,1.81,declining,1,1,3.66,0,783,53,1,13,5,81.5,126.81,19,0,20,7.59,0.3424,1,12.77,biller
Manufacturing,12.1,3,Pvt Ltd,1,Tier-1,31.52,12.78,4.03,23.34,11.65,0.703,1.656,22.9,16,26,3.12,9.67,67.3,4.6,49.9,3,growing,0,0,0,0,696,12,1,16,3,27.2,81.12,212,0,22,5.49,0.1547,1,12.71,platform
Construction,9.5,11,Pvt Ltd,1,Tier-1,369.75,26.96,74.12,8,6.2,0.934,1.787,33.3,14,14,8.44,5.66,96.6,1.5,4.4,1.43,stable,1,4,9.92,0,586,18,3,14,1,91,118.16,8,0,10,5.85,0.1397,1,29.42,biller
Retail (B2B),4.5,7,Pvt Ltd,1,Tier-3,2886.21,26.89,606.81,4.03,19.49,0.725,1.474,37.2,10,23,1.924,13.25,83.7,0.5,3.9,2.61,growing,1,4,46.49,0,539,4,3,10,3,94.2,44.25,33,0,28,7.89,0.4069,0,0,none
Logistics & Freight,5.3,25,Sole Prop,1,Metro,2640.07,27.9,487.41,19.77,34.94,1.487,1.045,29.2,7,52,0.542,17.88,93.8,4.3,4.7,3.2,stable,0,0,0,3,577,70,1,7,4,80,28.18,5,0,15,5.51,0.8193,0,0,none
Logistics & Freight,3.7,25,Pvt Ltd,1,Rural,19.97,22.95,3.36,-20.36,23.8,2.663,4.432,76.5,7,18,1.704,2.1,78.3,2.2,13.6,0.26,growing,1,4,16.55,0,545,42,1,7,2,72.2,30.67,11,0,15,7.57,0.475,0,0,none
IT Services,3,40,Pvt Ltd,1,Tier-2,119.81,25.93,20.18,9.52,1,0.717,2.449,32.7,6,33,8.664,2.45,87.7,41.6,43,1.83,stable,1,2,801.17,0,580,16,1,6,6,50.3,285.91,52,1,35,7.02,0.3358,1,20.52,platform
Wholesale Trade,12.9,3,Pvt Ltd,1,Rural,54.61,25.63,14,8.34,5.25,0.769,2.258,80.4,22,2,12.58,7.16,83.9,1.3,7.3,0.9,growing,1,4,178.1,0,555,0,1,22,5,90.3,25.16,3,0,18,8.73,0.1591,1,13.82,biller
FMCG Distribution,1.2,18,Partnership,1,Tier-2,219.58,38.35,49.26,16.29,7.65,0.831,0.671,83,9,16,8.541,8.12,84.5,57.5,60.7,1.03,stable,1,3,12.37,0,710,19,2,9,5,65.6,136.66,8,0,25,6.3,0.4937,0,0,none
Retail (B2B),3.2,5,Sole Prop,1,Tier-2,28.12,6.71,1.52,17.58,1,1.757,0.894,67.2,2,156,29.577,3.98,86.4,4.2,10.8,2.63,stable,0,0,0,0,627,73,0,2,3,84.6,4614.01,18,0,28,8.27,0.341,1,203.77,platform
Manufacturing,2.6,3,LLP,1,Tier-2,84.42,9.98,8.43,-0.16,2.15,0.602,0.766,38.5,5,36,1.144,4.81,84.5,3.7,9.6,1.08,declining,0,0,0,2,669,58,2,5,5,96,41.18,30,0,22,6.96,0.7771,0,0,none
Wholesale Trade,3.9,7,LLP,1,Tier-2,53.83,22.9,9.41,45.09,8.76,0.411,1.426,34.3,3,2,15.403,2.09,79.3,1.7,16,1.07,stable,0,0,0,0,738,69,2,3,3,65.8,30.81,45,0,18,8.49,0.2342,1,6.97,platform
Logistics & Freight,3.6,39,Pvt Ltd,1,Tier-1,377.3,12.88,25.7,-13.69,17.33,1.111,2.966,57.5,2,19,8.608,2.46,92,12.5,18.8,5.97,growing,1,4,75.04,0,661,35,3,2,4,88.9,163.55,4,0,15,5.86,0.2363,1,26.23,platform
Construction,4.2,8,Pvt Ltd,1,Tier-1,88.16,24.53,9.01,-1.53,3.42,1.434,1.494,45.8,6,32,2.588,4.1,93.4,6.9,40.7,0.11,stable,1,2,67.09,0,629,0,0,6,3,77.5,82.82,18,0,10,7.71,0.2834,1,10.26,platform
Wholesale Trade,1.3,68,Pvt Ltd,1,Metro,107.81,8.64,4.43,25.16,3.32,1.212,1.401,49,1,59,0.179,15.8,98.1,4.9,9.8,1.17,stable,1,1,14.58,0,552,23,3,1,1,89.9,10.56,7,0,18,6.2,0.3291,1,5.43,platform
IT Services,4.1,22,Public Ltd,1,Metro,370.66,10.54,27.27,-4.7,8.36,1.236,0.718,70.5,7,111,1.963,2.54,84.1,11.1,38,0.79,growing,0,0,0,1,753,45,0,7,3,95.1,217.89,24,1,35,6,0.5243,0,0,none
Manufacturing,1.9,7,Sole Prop,1,Metro,1807.19,46.73,844.5,10.23,8.57,2.634,1.917,20.1,1,160,2.57,8.9,71.5,0.8,5.9,3.47,stable,0,0,0,0,663,21,1,1,4,86.7,411.2,21,0,22,6.78,0.3363,1,100.19,platform
Construction,1.5,43,Pvt Ltd,1,Rural,3505.49,19.25,506.72,-2.65,12.38,3.459,1.291,43.6,14,38,0.604,4.77,76,2.3,16.8,2.26,declining,1,1,35.21,0,736,15,4,14,7,86,22.95,4,0,10,7.45,0.5901,0,0,none
Manufacturing,0.8,19,Pvt Ltd,0,Metro,343.24,7.95,13.74,0.17,1,1.285,2.858,44,7,21,2.389,21.08,87.9,16,16.7,0.9,growing,0,0,0,0,781,98,3,7,5,78.9,50.17,3,0,22,6.19,0.2773,1,18.7,platform
Construction,7.7,4,Partnership,1,Tier-3,160.13,20.62,17.29,-17.89,24.85,1.489,1.111,47.6,1,26,2.451,3.69,60.7,1.2,8.2,2.96,growing,0,0,0,0,636,45,0,1,2,79.4,63.73,14,0,10,7.74,0.5154,0,0,none
Retail (B2B),3.3,94,Pvt Ltd,1,Tier-2,1144.53,34.44,221.78,23.22,17.79,5.868,1.504,63.2,24,29,3.85,6.12,80.9,0.3,6.1,2.88,stable,1,3,19.48,0,648,24,4,24,3,72.9,111.65,45,0,28,5.95,0.4068,0,0,none
Professional Services,5.4,16,LLP,0,Tier-3,928.93,36.47,89.72,23.66,19.14,1.103,1.226,93,2,4,0.843,3.67,67.2,20.8,38.8,0.42,stable,1,1,335.04,0,781,33,0,2,2,77.7,3.37,0,1,30,7.16,0.4674,0,0,none
Manufacturing,7,12,Partnership,0,Tier-2,622.99,4.47,13.52,23.59,10.6,0.965,1.378,41,8,10,2.058,5.09,69.3,0.7,1.6,2.26,stable,0,0,0,0,638,45,2,8,3,78.2,20.58,2,0,22,7.07,0.4426,0,0,none
Retail (B2B),6.2,4,Sole Prop,1,Metro,19.86,12.8,1.21,-0.59,25.74,0.459,2.344,58.6,1,22,0.877,11.42,73.5,2.3,16.6,1.1,growing,1,1,39.66,0,657,12,2,1,4,47,19.29,7,1,28,7.63,0.2485,1,4.57,platform
Wholesale Trade,3.7,44,Partnership,1,Tier-1,983.82,24.67,242.71,14.64,19.89,2.328,0.911,26,28,37,2.603,0.85,87.7,3.5,50.4,0.12,stable,1,2,5.11,0,687,24,0,28,2,73,96.31,10,1,18,6.58,0.2254,1,61.57,biller
Professional Services,3,21,Pvt Ltd,1,Tier-3,299.31,21.59,53.75,47.9,16.9,0.426,1.499,47.3,5,39,0.566,15.41,47.4,8.7,20.7,4.37,stable,1,2,62.5,0,693,31,2,5,1,84.2,22.07,2,1,30,4.82,0.5157,0,0,none
FMCG Distribution,2.9,24,Partnership,1,Rural,51.87,2.8,0.48,13.8,24.98,0.813,1.611,73.4,18,20,1.711,3.43,85.5,8.7,11.7,0.56,declining,1,2,12.69,0,754,9,1,18,5,91.4,34.22,9,0,25,6.04,0.1634,1,13.97,biller
Manufacturing,5.6,6,Sole Prop,1,Metro,70.77,4.74,0.7,-15.12,1.7,0.6,2.243,50.7,3,8,3.787,2.26,49.8,35.8,39.1,0.97,growing,1,3,41.86,0,660,28,2,3,2,86.2,30.3,1,0,22,6.8,0.4424,0,0,none
Construction,3.9,30,Partnership,1,Tier-1,409.46,9.19,10.29,-9.08,16.94,0.484,1.36,81.1,44,8,1.407,30.64,82.4,2.6,9.5,0.94,growing,0,0,0,0,637,32,1,44,5,60.1,11.26,7,0,10,8.2,0.2197,1,28.5,biller
Healthcare Supplies,10,33,Partnership,1,Tier-2,5.39,2,0.1,-10.02,8.31,4.527,2.774,32.9,24,46,2.262,4.52,72.7,0.7,2.4,1.27,stable,1,3,34.25,0,771,18,2,24,5,33.6,104.05,8,0,20,7.47,0.1715,1,18.45,platform
Logistics & Freight,10.9,5,LLP,0,Tier-1,152.07,16.5,6.59,34.42,7.74,1.505,0.6,49.5,1,21,2.792,8.49,82.9,14.9,15.6,3.03,growing,0,0,0,0,676,71,0,1,3,72.5,58.63,15,1,15,5.53,0.3491,1,10.03,platform
IT Services,1.4,2,Pvt Ltd,1,Metro,72.45,36.33,26.32,15.89,22.99,0.378,2.076,17.7,2,37,7.57,5.01,53,7,7,5.15,growing,1,3,21.71,0,616,10,1,2,4,42.8,280.09,15,1,35,8.73,0.4258,0,0,none
Manufacturing,1.2,23,Partnership,1,Metro,62.82,14.01,5.81,-23.48,28.72,1.739,1.632,66.9,3,7,2.814,5.68,76.9,31.5,52.2,0.82,growing,0,0,0,0,708,30,1,3,2,69.2,19.7,63,1,22,9.38,0.3984,1,5.77,platform
Wholesale Trade,5.5,2,Pvt Ltd,1,Tier-2,95.58,34.99,18.01,34.06,27.72,3.022,2.674,22.9,11,113,1.906,3,95.7,6,18.5,0.61,declining,0,0,0,0,659,0,3,11,3,71,215.38,21,1,18,6.54,0.2573,1,17.85,platform
FMCG Distribution,2.3,14,Sole Prop,1,Metro,22.85,22.36,1.6,19.33,15.07,1.969,0.983,47.3,40,58,3.894,12.02,85.8,3.6,16.9,0.76,growing,0,0,0,0,769,14,1,40,6,52.7,225.85,10,0,25,6.81,0.1494,1,29.37,platform
